project_id,file_name,relative_time,height,prominence,peak_count,peak_pos,normalized_signal1,normalized_signal2,normalized_signal3,normalized_signal4,normalized_signal5,normalized_signal6,normalized_signal7,normalized_signal8,normalized_signal9,normalized_signal10,normalized_signal11,normalized_signal12,normalized_signal13,normalized_signal14,normalized_signal15,normalized_signal16,normalized_signal17,normalized_signal18,normalized_signal19,normalized_signal20,normalized_signal21,normalized_signal22,normalized_signal23,normalized_signal24,normalized_signal25,normalized_signal26,normalized_signal27,normalized_signal28,normalized_signal29,normalized_signal30,normalized_signal31,normalized_signal32,normalized_signal33,normalized_signal34,normalized_signal35,normalized_signal36,normalized_signal37,normalized_signal38,normalized_signal39,normalized_signal40,normalized_signal41,labels
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A01,0,0.119831613678598,0.119831613678598,2,1,0.216593977033422,0.252397348198705,0.293458900246198,0.336592658072661,0.379126005388665,0.421249442318205,0.464648634955383,0.511878868016377,0.567037816988109,0.629349695109961,0.696302896043278,0.761416501517965,0.816528064240839,0.855410037867153,0.877159290631277,0.886511231616189,0.894753107925029,0.911105027197523,0.939995813267504,0.975424466756318,1,0.998745332991604,0.963160709371294,0.897398302947626,0.815587433183171,0.735300554234925,0.664323835724231,0.604942610839837,0.552350364908013,0.500228465131996,0.447495518221463,0.398017805558448,0.3541206454634,0.317030230473506,0.288561251585538,0.269587238963443,0.258082950571071,0.252276954500533,0.256909726781091,0.296620565506844,0.351758771667384,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A01,236,1,1,2,2,0.00861326307205316,0.0094500051817145,0.00971581511060308,0.00950584154005399,0.0090371222761745,0.00854791091326566,0.00836253126014783,0.00867890800682505,0.00970475739843038,0.0121907929457989,0.0170997698154937,0.0268961668697551,0.045591444486836,0.0785669100207214,0.134037091863769,0.224073205394413,0.357753057056554,0.533004057925175,0.727145999061527,0.898954219760618,1,0.999224544650753,0.904171724323382,0.755190955865218,0.600309567959173,0.470625430397843,0.375120332195528,0.308557792895572,0.262181011511416,0.228712822886066,0.204040955661072,0.1868862338683,0.175778228770819,0.169467503211454,0.166623295664675,0.165629776919459,0.164382164890149,0.161290794167735,0.155889873578212,0.148879393769294,0.142481380237918,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A02,0,0.700430698149944,0.712022169287912,6,1,0.0407982302647946,0.0406075211686639,0.0431693131739789,0.0501916612544338,0.0617400378780196,0.0764703631284882,0.090598240323895,0.101568888043259,0.109852604272679,0.11864257722243,0.132261974238249,0.156700422533067,0.199129518109885,0.264182257216935,0.355196870109069,0.474374910383872,0.619221130172862,0.773758042165684,0.910690401945847,0.995872937096094,1,0.91453107081374,0.762490854536151,0.587395356667495,0.429587939482405,0.309705629447216,0.229093446253302,0.178401772706297,0.145607316625045,0.122148012493826,0.103701138522164,0.0887956335992631,0.0769504983999073,0.0677498987408219,0.0615572199763752,0.0578175982294768,0.0557450052924077,0.0542329372757586,0.0521955235755199,0.0491460684045485,0.0453184449808426,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A02,118,0.988330062524495,0.988330062524495,6,2,0.0974288806175139,0.102018819122209,0.107505030876871,0.114803093126035,0.123827497451048,0.134661824976158,0.145832470329701,0.155587231931371,0.161801150268641,0.164510065669327,0.164098293991263,0.161705929498998,0.159631589368272,0.164738138192339,0.191892792524582,0.2593183239458,0.389667360339827,0.5744791401625,0.777318129403926,0.939214788327806,1,0.941292385719595,0.795561505269176,0.634494978100207,0.519801218532289,0.475438211529738,0.491972234195689,0.548317072381391,0.62050225693031,0.691212540944935,0.756837780925844,0.798891396731339,0.805093543519095,0.772886935371441,0.715865609752969,0.656057280570151,0.608003460566728,0.574347785092736,0.552106274381587,0.542490895332166,0.551978635570689,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A02,130,0.325808274876573,0.795698152204294,6,3,0.159631589368272,0.164738138192339,0.191892792524582,0.2593183239458,0.389667360339827,0.5744791401625,0.777318129403926,0.939214788327806,1,0.941292385719595,0.795561505269176,0.634494978100207,0.519801218532289,0.475438211529738,0.491972234195689,0.548317072381391,0.62050225693031,0.691212540944935,0.756837780925844,0.798891396731339,0.805093543519095,0.772886935371441,0.715865609752969,0.656057280570151,0.608003460566728,0.574347785092736,0.552106274381587,0.542490895332166,0.551978635570689,0.58313209436948,0.626996875760662,0.668120112472505,0.694778498266323,0.701362998801029,0.690079774056724,0.664495313175123,0.623696997609163,0.564475359648042,0.487410849171206,0.402558250261564,0.32213924173965,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A02,143,0.157018075954779,0.693178136457388,6,4,0.590537851603653,0.611074623757706,0.681060079037122,0.770720696899483,0.858549353064761,0.940061918292969,0.992296365015367,1,0.959996439659822,0.889170724961838,0.81488329629685,0.755196045802481,0.713392610978148,0.685766615352931,0.673823432940373,0.685608076246605,0.724303528532333,0.778787608977752,0.829866439559466,0.862978599020208,0.871157152416531,0.857142352726317,0.82536410647462,0.774688857748082,0.701130153374102,0.605408965324345,0.500014257351967,0.400126475156623,0.317295988037603,0.255168090804847,0.212228778618442,0.185122881164286,0.171096241098012,0.168057988700184,0.172277255548784,0.178595832312943,0.180930606473791,0.175981672295462,0.163498951237293,0.14697869406815,0.130730094107529,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A02,331,1,1,6,5,0.00802421195573041,0.00658211343371123,0.00547646373178649,0.00500740685252503,0.00533844289564781,0.00619356575829085,0.00739840505556881,0.00879427288614976,0.0105929209357202,0.0137922617724247,0.0200665869115407,0.0321523694219494,0.0545511759128475,0.0924105732037404,0.154613150904691,0.250769374027811,0.387751159737252,0.560595665129873,0.74709223955274,0.908008111542857,1,0.995525791919967,0.897476335067358,0.737850688165896,0.560137020270962,0.400689270129802,0.277548427490973,0.19275475103131,0.139007387678787,0.106543026987743,0.0867935847213694,0.0744831675704737,0.0664388719167522,0.0612725529111893,0.0585666368253159,0.0576946623445615,0.0576842711149925,0.0573631098517911,0.0565395575056469,0.0553537448514223,0.0547988542455036,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A02,450,0.13981980402788,0.143241753167995,6,6,0.345010979574172,0.352028336694549,0.362640143645821,0.379530357014311,0.404691774812305,0.4402631061484,0.487185458596636,0.537305041791788,0.581543402900341,0.61369855463756,0.633353278243923,0.644894100189996,0.655126169101776,0.669738818076297,0.690830073151417,0.719117726900155,0.759996842462782,0.81753681358047,0.889556245044426,0.958288077827901,1,0.992157927715803,0.928631207396512,0.816472507356371,0.678244887923028,0.538973451371853,0.414215332322285,0.313397186200077,0.236379221981065,0.181403170466901,0.142828004115661,0.118160792076906,0.0981625341790412,0.0797829736917419,0.0646855423657037,0.0521105048757102,0.0438251707575173,0.0397110571413071,0.0386262039745541,0.0341807260082263,0.0263990102291466,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A03,0,0.293438295934695,0.306771593429139,4,1,0.0141475865380976,0.0177853710354223,0.0220129423339954,0.0282189210227593,0.0376271586159329,0.0516976868629748,0.069796147107932,0.0900212288935463,0.109994978823165,0.127086938210623,0.141983875227172,0.159960138913818,0.186757984984195,0.235231573167564,0.324832333103483,0.454117208814189,0.617147262073898,0.78811700670229,0.925092462863903,0.996986074331056,1,0.94921496708657,0.863117713077432,0.75510258427631,0.63646301196467,0.520745011636867,0.416330061083976,0.328862226570445,0.261375646349628,0.212331088474756,0.178494426620311,0.154551372924648,0.136881737208724,0.122890652882489,0.111825809276393,0.103441298223459,0.097552735489788,0.0939527136971014,0.092345893793566,0.0926852196528039,0.0940063124943557,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A03,107,0.582979656947663,0.986300192937711,4,2,0.292432833872984,0.278353970957522,0.276111347237288,0.289007361215114,0.316839590466958,0.354555862382558,0.392097095549545,0.418684886572377,0.429768207912707,0.430363000232593,0.428996401254688,0.430271643020573,0.433925579542483,0.439503397440996,0.455894084997956,0.499876756731316,0.587447716664494,0.715987001660202,0.855539493907558,0.959049900547847,0.986300192937711,0.92601859305608,0.801173479656198,0.655491988526071,0.52881883696248,0.443132300957609,0.403320535990047,0.407043387022026,0.446538962333533,0.510953264856953,0.58526029999268,0.657422025459656,0.724885265280982,0.794676557898825,0.869281686086408,0.94289167650245,0.994333421875131,1,0.954158508382163,0.876579420674473,0.800347549295899,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A03,124,1,1,4,3,0.715987001660202,0.855539493907558,0.959049900547847,0.986300192937711,0.92601859305608,0.801173479656198,0.655491988526071,0.52881883696248,0.443132300957609,0.403320535990047,0.407043387022026,0.446538962333533,0.510953264856953,0.58526029999268,0.657422025459656,0.724885265280982,0.794676557898825,0.869281686086408,0.94289167650245,0.994333421875131,1,0.954158508382163,0.876579420674473,0.800347549295899,0.748300698658049,0.719417746770802,0.696383007225646,0.662525521224775,0.617158736335302,0.575309383674728,0.554517229646701,0.559302963792944,0.576331491456277,0.581408313153346,0.555642923870018,0.495396432538149,0.413438864871758,0.329608846770193,0.25909134192771,0.208143083840659,0.174821990069541,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A03,275,0.111203782863183,0.111203782863183,4,4,0.0664502176045332,0.0732176365686087,0.081387499946762,0.090687779141791,0.0992000234997078,0.102621907640624,0.0992753824949863,0.0927392412381923,0.0871523059371005,0.0883662007640169,0.100793600965215,0.128405700003442,0.174964696337604,0.242435098575186,0.333639349013979,0.447192036228452,0.580127005573148,0.718565276330952,0.848477166639637,0.948002325994293,1,0.999571547811453,0.9465201026696,0.846694840158759,0.718557101948321,0.585685639256967,0.463106297669797,0.362865520305682,0.287404375392423,0.234733230774886,0.200474835373917,0.178428967168506,0.163923826018418,0.153621563247349,0.146919824814456,0.144016523743455,0.143384104938721,0.144827338265701,0.146666481970707,0.148178256443867,0.163131944649216,1
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A04,0,0.288114859289058,0.288114859289058,4,1,0.0305778791623489,0.0350371021921273,0.0446506906510485,0.0590031707306689,0.076845570240517,0.0946653840507841,0.108657118535981,0.118068153687868,0.126345259346026,0.13793164368249,0.156600019814143,0.186287783429411,0.231176918767068,0.294021826631732,0.374948039637892,0.476096095193045,0.596352664141701,0.726557520372496,0.849998795998223,0.946993814394722,1,0.996408584621262,0.933412684375588,0.820729312753752,0.680195346972678,0.537033913096928,0.410905618865034,0.311513927012361,0.239510552931698,0.190085085357352,0.156142189633753,0.131639471109323,0.112671157391994,0.0969653512951089,0.0843531514297508,0.0747243964558166,0.0674033802066922,0.0612557999969328,0.0553301277875413,0.0485940053173638,0.0416002771034532,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A04,349,1,1,4,2,0.0108596241056814,0.0109817021987223,0.0117254585590412,0.0132023598270764,0.0152489121270479,0.0175683368644298,0.0200413391851455,0.0227778241519561,0.026499660492707,0.0327760894294781,0.0443204014690989,0.0653671563547979,0.102321897283467,0.163636109072904,0.259055745352206,0.392962951423622,0.561342160058952,0.741958526829872,0.899664619359626,0.994749553873178,1,0.914565641718871,0.765079002861143,0.592810058184544,0.434533399147116,0.31111982801242,0.225552144716958,0.171157614260306,0.137818047609889,0.116836418741049,0.102538876938425,0.0919542013195254,0.0841216390805555,0.0794187819144018,0.0760398728634859,0.0735444831095215,0.0716936603514587,0.0700464638368697,0.0687008040000504,0.0671819373071167,0.0660211104416168,0
pfux7,20190809_EFSYMB_15_plate29_53_50_Run01_A04,463,0.1886193686382,0.198232753407737,4,3,0.339625019438777,0.348571654611564,0.359193674076849,0.372319808502045,0.387115008652724,0.403048245339322,0.418875649230909,0.434638068732064,0.450868616700049,0.469256701990727,0.492460531640804,0.522045500553857,0.556844412401545,0.595407334110526,0.638349279774153,0.690046698766829,0.754054919038019,0.829494714841045,0.907657453692227,0.970547067671498,1,0.99022906854187,0.945848689139288,0.879471228009454,0.802296946747611,0.719433219715618,0.630408122874086,0.534504660497105,0.436883796511888,0.346907770619212,0.272643809266841,0.218896851261837,0.18138521081083,0.155053785412755,0.135148578075394,0.118698322617613,0.104680924886377,0.0927909192214424,0.0816431202158399,0.0703039858497867,0.0597312770774491,0
