Row,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20191113_Assay_1_Plate_3_52-49Run01_A01,1912,1921,2108,2244,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A02,1914,1924,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A03,1895,1905,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A04,1820,1823,1856,1894,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A05,1840,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A06,1737,1814,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A07,1795,1817,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A08,1783,1804,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A09,1799,1821,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A10,1737,1752,1762,1933,1967,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A11,1747,1764,1776,1949,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_A12,1744,1762,1775,1941,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B01,1908,1917,2107,2239,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B02,1922,1942,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B03,1899,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B04,1813,1817,1852,1888,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B05,1757,1834,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B06,1721,1764,1782,1794,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B07,1807,1829,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B08,1782,1804,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B09,1803,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B10,1742,1757,1768,1941,1974,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B11,1739,1754,1765,1936,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_B12,1740,1756,1769,1935,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C01,1855,1864,2041,2160,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C02,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C03,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C04,1824,1828,1865,1903,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C05,1844,1868,1906,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C06,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C07,1794,1816,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C08,1802,1824,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C09,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C10,1794,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C11,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_C12,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D01,1952,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D02,1943,1955,2122,2222,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D03,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D04,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D05,1756,1787,1803,1829,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D06,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D07,1796,1817,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D08,1825,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D09,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D10,1776,1791,1801,1974,2008,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D11,1738,1756,1769,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_D12,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E01,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E02,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E03,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E04,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E05,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E06,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E07,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E08,1838,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E09,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E10,1773,1789,1800,1974,2007,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E11,1753,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_E12,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_F01,1961,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_F02,1948,1960,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_F03,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_F04,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_F05,1825,1861,1912,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_F06,0,0,0,0,0,0,0,0,0
20191113_Assay_1_Plate_3_52-49Run01_F07,1798,1798,0,0,0,0,0,0,0
