Row,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20191114_Assay_1_Plate_4_50-47Run01_A01,1942,1947,2018,2094,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A02,1925,2012,2090,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A03,1919,1925,1998,2078,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A04,1927,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A05,1956,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A06,1936,1940,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A07,1993,2002,2122,2214,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A08,1922,1934,2051,2145,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A09,1937,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A10,1937,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A11,0,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_A12,1942,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B01,1939,1944,2020,2099,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B02,1943,2038,2115,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B03,1872,1917,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B04,1920,1926,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B05,1963,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B06,1921,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B07,1961,2106,2205,2294,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B08,1927,2062,2156,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B09,1953,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B10,0,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B11,0,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_B12,0,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_C01,1846,1854,1931,2000,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_C02,0,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_C03,0,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_C04,1931,1938,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_C05,0,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_C06,0,0,0,0,0,0,0,0,0
20191114_Assay_1_Plate_4_50-47Run01_C07,2038,2050,2161,2253,2344,0,0,0,0
