Row,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20191115_Assay_1_Plate_4_53-50Run01_A01,1852,1887,2051,2110,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A02,1855,2042,2097,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A03,1829,1861,2009,2069,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A04,1820,1835,2127,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A05,1839,1855,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A06,1820,1840,2139,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A07,1878,1926,2134,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A08,1864,1915,2121,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A09,1844,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A10,1841,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A11,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_A12,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B01,1859,1894,2058,2119,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B02,1879,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B03,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B04,1818,1834,2119,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B05,1836,2163,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B06,2123,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B07,1903,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B08,1869,2118,2168,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B09,1854,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B10,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B11,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_B12,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C01,1787,1821,1972,2024,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C02,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C03,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C04,1829,1845,2078,2131,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C05,1839,1857,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C06,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C07,1877,1925,2131,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C08,1824,1841,1868,1910,1919,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C09,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C10,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C11,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_C12,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D01,1854,1901,1942,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D02,1822,1864,1913,2057,2097,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D03,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D04,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D05,1829,1848,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D06,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D07,1829,1876,1925,2129,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D08,1885,2145,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D09,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D10,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D11,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_D12,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E01,1838,1882,1925,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E02,1833,1879,1925,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E03,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E04,1829,1849,2136,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E05,1835,1855,2078,2096,2162,2192,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E06,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E07,1824,1882,1939,2140,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E08,1904,2169,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E09,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E10,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E11,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_E12,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F01,1825,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F02,1826,1870,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F03,5500,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F04,1808,1828,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F05,1831,1857,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F06,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F07,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F08,1872,1926,2128,2174,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F09,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F10,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F11,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_F12,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G01,1887,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G02,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G03,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G04,1803,1823,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G05,1843,1867,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G06,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G07,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G08,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G09,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G10,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G11,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_G12,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H01,1831,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H02,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H03,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H04,1828,1846,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H05,1832,1856,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H06,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H07,1831,1881,1936,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H08,1824,1840,1868,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H09,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H10,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H11,0,0,0,0,0,0,0,0,0
20191115_Assay_1_Plate_4_53-50Run01_H12,0,0,0,0,0,0,0,0,0
