Row,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20191112_Assay_1_Plate_1_54-51Run01_A01,1770,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A02,1783,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A03,1806,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A04,1810,1968,1975,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A05,1778,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A06,1781,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A07,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A08,1732,1749,1783,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A09,1779,1793,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A10,1759,1774,1795,1924,1964,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A11,1947,2029,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_A12,1903,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B01,1776,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B02,1802,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B03,1806,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B04,1814,1964,1972,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B05,1776,1926,1932,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B06,1776,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B07,1743,1755,1777,1814,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B08,1756,1793,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B09,1806,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B10,1776,1797,1928,1969,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B11,1741,1755,1776,1939,2021,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_B12,1758,2074,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C01,1702,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C02,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C03,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C04,1884,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C05,1787,1934,1941,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C06,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C07,1731,1743,1761,1796,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C08,1741,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C09,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C10,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C11,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_C12,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D01,1814,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D02,1808,1928,1946,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D03,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D04,1822,1899,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D05,1783,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D06,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D07,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D08,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D09,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D10,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D11,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_D12,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E01,1717,1811,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E02,1814,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E03,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E04,1814,1970,1977,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E05,1789,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E06,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E07,1729,1742,1766,1809,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E08,1772,1795,1833,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E09,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E10,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E11,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_E12,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F01,1813,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F02,1813,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F03,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F04,1816,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F05,1806,1961,1968,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F06,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F07,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F08,1718,1731,1754,1794,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F09,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F10,1787,1794,1808,1972,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F11,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_F12,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G01,1863,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G02,1822,1851,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G03,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G04,1819,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G05,1817,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G06,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G07,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G08,1755,1776,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G09,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G10,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G11,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_G12,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H01,1812,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H02,1814,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H03,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H04,1831,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H05,1809,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H06,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H07,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H08,1682,1749,1768,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H09,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H10,1781,1811,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H11,0,0,0,0,0,0,0,0,0
20191112_Assay_1_Plate_1_54-51Run01_H12,0,0,0,0,0,0,0,0,0
