Wells,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
A01,0,0,0,0,0,0,1773,0,0
A02,0,0,0,0,0,0,0,0,0
A03,1726,1738,1841,1853,0,0,0,0,0
A04,1735,0,0,0,0,0,0,0,0
A05,1767,0,0,0,0,0,0,0,0
A06,1766,0,0,0,0,0,0,0,0
A07,0,0,0,0,0,0,0,0,0
A08,1747,0,0,0,0,0,0,0,0
A09,0,0,0,0,0,0,0,0,0
A10,0,0,0,0,0,0,0,0,0
A11,0,0,0,0,0,0,0,0,0
A12,1751,0,0,0,0,0,0,0,0
B01,0,0,0,0,0,0,0,0,0
B02,0,0,0,0,0,0,0,0,0
B03,0,0,0,0,0,0,0,0,0
B04,0,0,0,0,0,0,0,0,0
B05,1756,0,0,0,0,0,0,0,0
B06,1760,0,0,0,0,0,0,0,0
B07,1798,0,0,0,0,0,0,0,0
B08,1771,0,0,0,0,0,0,0,0
B09,0,0,0,0,0,0,0,0,0
B10,1733,0,0,0,0,0,0,0,0
B11,0,0,0,0,0,0,0,0,0
B12,1752,0,0,0,0,0,0,0,0
C01,0,0,0,0,0,0,0,0,0
C02,0,0,0,0,0,0,0,0,0
C03,0,0,0,0,0,0,0,0,0
C04,1778,0,1858,1866,0,0,0,0,0
C05,1778,0,0,0,0,0,0,0,0
C06,1792,0,0,0,0,0,0,0,0
C07,1811,0,1911,1918,0,0,0,0,0
C08,1770,0,0,0,0,0,0,0,0
C09,0,0,0,0,0,0,0,0,0
C10,1744,0,0,0,0,0,0,0,0
C11,0,0,0,0,0,0,0,0,0
C12,1750,0,0,0,0,0,0,0,0
D01,0,0,0,0,0,0,0,0,0
D02,0,0,0,0,0,0,0,0,0
D03,0,0,0,0,0,0,0,0,0
D04,1772,1787,1856,1867,0,0,0,0,0
D05,1795,0,0,0,0,0,0,0,0
D06,1800,0,0,0,0,0,0,0,0
D07,0,0,0,0,0,0,0,0,0
D08,1763,0,0,0,0,0,0,0,0
D09,0,0,0,0,0,0,0,0,0
D10,1777,0,0,0,0,0,0,0,0
D11,0,0,0,0,0,0,0,0,0
D12,0,0,0,0,0,0,0,0,0
E01,0,0,0,0,0,0,0,0,0
E02,0,0,0,0,0,0,0,0,0
E03,0,0,0,0,0,0,0,0,0
E04,1768,1782,1849,1865,0,0,0,0,0
E05,1779,0,0,0,0,0,0,0,0
E06,1789,0,1875,1886,0,0,0,0,0
E07,0,0,0,0,0,0,0,0,0
E08,1781,0,0,0,0,0,0,0,0
E09,0,0,0,0,0,0,0,0,0
E10,1784,0,0,0,0,0,0,0,0
E11,0,0,0,0,0,0,0,0,0
E12,1743,0,0,0,0,0,0,0,0
F01,0,0,0,0,0,0,0,0,0
F02,0,0,0,0,0,0,0,0,0
F03,0,0,0,0,0,0,0,0,0
F04,1771,0,0,0,0,0,0,0,0
F05,1772,0,0,0,0,0,0,0,0
F06,0,0,0,0,0,0,0,0,0
F07,0,0,0,0,0,0,0,0,0
F08,1782,0,0,0,0,0,0,0,0
F09,0,0,0,0,0,0,0,0,0
F10,1767,0,0,0,0,0,0,0,0
F11,0,0,0,0,0,0,0,0,0
F12,1746,0,0,0,0,0,0,0,0
G01,0,0,0,0,0,0,0,0,0
G02,1816,0,0,0,0,0,0,0,0
G03,0,0,0,0,0,0,0,0,0
G04,1767,1782,1854,1871,0,0,0,0,0
G05,1772,0,0,0,0,0,0,0,0
G06,0,0,0,0,0,0,0,0,0
G07,1777,0,0,0,0,0,0,0,0
G08,1777,0,0,0,0,0,0,0,0
G09,0,0,0,0,0,0,0,0,0
G10,1766,1779,0,0,0,0,0,0,0
G11,0,0,0,0,0,0,0,0,0
G12,0,0,0,0,0,0,0,0,0
H01,0,0,0,0,0,0,0,0,0
H02,1796,0,0,0,0,0,0,0,0
H03,1736,0,0,0,0,0,0,0,0
H04,1738,0,0,0,0,0,0,0,0
H05,0,0,0,0,0,0,0,0,0
H06,0,0,0,0,0,0,0,0,0
H07,0,0,0,0,0,0,0,0,0
H08,1753,0,0,0,0,0,0,0,0
H09,0,0,0,0,0,0,0,0,0
H10,1748,0,0,0,0,0,0,0,0
H11,0,0,0,0,0,0,0,0,0
H12,0,0,0,0,0,0,0,0,0
