Wells,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
A01,0,0,0,0,0,0,0,0,0
A02,0,0,0,0,0,0,0,0,0
A03,0,0,0,0,0,0,0,0,0
A04,0,0,0,0,0,0,0,0,0
A05,2009,0,0,0,0,0,0,0,0
A06,0,0,0,0,0,0,0,0,0
A07,1939,0,0,0,0,0,0,0,0
A08,1866,1936,1980,0,0,0,0,0,0
A09,0,0,0,0,0,0,0,0,0
A10,0,2015,0,0,0,0,0,0,0
A11,0,0,0,0,0,0,0,0,0
A12,2023,0,0,0,0,0,0,0,0
B01,0,0,0,0,0,0,0,0,0
B02,0,0,0,0,0,0,0,0,0
B03,0,0,0,0,0,0,0,0,0
B04,0,0,0,0,0,0,0,0,0
B05,1930,0,0,0,0,0,0,0,0
B06,0,0,0,0,0,0,0,0,0
B07,0,1953,0,0,0,0,0,0,0
B08,0,2050,0,0,0,0,0,0,0
B09,0,0,0,0,0,0,0,0,0
B10,0,0,0,0,0,0,0,0,0
B11,0,0,0,0,0,0,0,0,0
B12,0,0,0,0,0,0,0,0,0
C01,0,0,0,0,0,0,0,0,0
C02,0,0,0,0,0,0,0,0,0
C03,0,0,0,0,0,0,0,0,0
C04,0,1993,0,0,0,0,0,0,0
C05,0,1924,0,0,0,0,0,0,0
C06,0,0,0,0,0,0,0,0,0
C07,1932,1943,0,0,0,0,0,0,0
C08,0,1919,0,0,0,0,0,0,0
C09,1945,0,0,0,0,0,0,0,0
C10,1848,1954,0,0,0,0,0,0,0
C11,0,0,0,0,0,0,0,0,0
C12,0,1951,0,0,0,0,0,0,0
D01,0,0,0,0,0,0,0,0,0
D02,0,2006,0,0,0,0,0,0,0
D03,0,0,0,0,0,0,0,0,0
D04,0,2043,0,0,0,0,0,0,0
D05,0,0,0,0,0,0,0,0,0
D06,0,1989,0,0,0,0,0,0,0
D07,0,0,0,0,0,0,0,0,0
D08,1901,1947,2141,2195,0,0,0,0,0
D09,0,0,0,0,0,0,0,0,0
D10,0,0,0,0,0,0,0,0,0
D11,0,0,0,0,0,0,0,0,0
D12,0,0,0,0,0,0,0,0,0
E01,0,0,0,0,0,0,0,0,0
E02,0,0,0,0,0,0,0,0,0
E03,0,0,0,0,0,0,0,0,0
E04,0,0,0,0,0,0,0,0,0
E05,0,0,0,0,0,0,0,0,0
E06,1944,0,0,0,0,0,0,0,0
E07,0,0,0,0,0,0,0,0,0
E08,0,1978,0,0,0,0,0,0,0
E09,0,0,0,0,0,0,0,0,0
E10,0,1951,0,0,0,0,0,0,0
E11,0,0,0,0,0,0,0,0,0
E12,0,0,0,0,0,0,0,0,0
F01,1936,1976,0,0,0,0,0,0,0
F02,0,1898,0,0,0,0,0,0,0
F03,0,0,0,0,0,0,0,0,0
F04,0,1935,0,0,0,0,0,0,0
F05,0,0,0,0,0,0,0,0,0
F06,0,0,0,0,0,0,0,0,0
F07,0,0,0,0,0,0,0,0,0
F08,0,1912,0,0,0,0,0,0,0
F09,0,0,0,0,0,0,0,0,0
F10,0,0,0,0,0,0,0,0,0
F11,0,0,0,0,0,0,0,0,0
F12,0,0,0,0,0,0,0,0,0
G01,0,0,0,0,0,0,0,0,0
G02,0,0,0,0,0,0,0,0,0
G03,0,0,0,0,0,0,0,0,0
G04,0,1977,0,0,0,0,0,0,0
G05,0,0,0,0,0,0,0,0,0
G06,0,0,0,0,0,0,0,0,0
G07,0,0,0,0,0,0,0,0,0
G08,0,1972,0,0,0,0,0,0,0
G09,0,0,0,0,0,0,0,0,0
G10,0,0,0,0,0,0,0,0,0
G11,0,0,0,0,0,0,0,0,0
G12,0,0,0,0,0,0,0,0,0
H01,0,0,0,0,0,0,0,0,0
H02,0,0,0,0,0,0,0,0,0
H03,0,0,0,0,0,0,0,0,0
H04,0,0,0,0,0,0,0,0,0
H05,0,0,0,0,0,0,0,0,0
H06,0,0,0,0,0,0,0,0,0
H07,0,0,0,0,0,0,0,0,0
H08,0,0,0,0,0,0,0,0,0
H09,0,0,0,0,0,0,0,0,0
H10,0,0,0,0,0,0,0,0,0
H11,0,0,0,0,0,0,0,0,0
H12,0,0,0,0,0,0,0,0,0
