Row,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20190814_LHR52_3_plate32_51_48Run01_A01,1977,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A02,1810,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A03,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A04,1782,1802,1826,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A05,1802,2105,2143,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A06,1697,1802,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A07,1899,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B01,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B02,1992,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B03,1768,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B04,1792,1800,1842,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B05,2108,2145,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B06,1776,1789,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B07,1837,1895,2057,2127,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C01,1757,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C02,1844,1982,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C03,1959,2039,2045,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C04,2100,2139,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C05,2118,2154,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C06,1790,1801,2001,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C07,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D01,1824,1846,2023,2091,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D02,1827,1842,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D03,1807,1821,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D04,1786,1799,2061,2100,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D05,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D06,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D07,1855,1878,2078,2139,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E01,1804,1990,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E02,1816,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E03,1780,1822,1959,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E04,1829,1877,2108,2146,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E05,1820,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E06,1825,1839,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E07,1851,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F01,1817,1875,2012,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F02,1815,1868,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F03,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F04,1796,1811,2075,2114,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F05,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F06,1814,0,2085,2106,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F07,1850,1885,2087,2141,2178,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G01,1826,1836,1886,2022,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G02,1820,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G03,1781,1819,1935,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G04,1790,1804,2068,2108,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G05,1783,1808,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G06,1828,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G07,1876,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H01,1771,1830,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H02,1829,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H03,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H04,1770,1784,2049,2088,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H05,1787,1796,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H06,1801,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H07,1828,1846,1941,2105,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H12,0,0,0,0,0,0,0,0,0
